sample_id,audio_path,reference_text,reference_latex,source
830,/data1/eunju/datasets/mathspeech/dataset/830.mp3,f sub y equals lambda g sub y,$f_{y}=\lambda g_{y}$,https://www.youtube.com/watch?v=15HVevXRsBA
67,/data1/eunju/datasets/mathspeech/dataset/67.mp3,natural log of m times n is equal to the natural log of m plus natural log of n,$\ln(mn) = \ln(m) + \ln(n)$,https://www.youtube.com/watch?v=9YgOmJdom6o 
556,/data1/eunju/datasets/mathspeech/dataset/556.mp3,e of x divided by q of x,$\frac{e^x}{q(x)}$,https://www.youtube.com/watch?v=HgEqXhsIq_g
472,/data1/eunju/datasets/mathspeech/dataset/472.mp3,y equals x minus 2,$\displaystyle y=x-2$,https://www.youtube.com/watch?v=_JXPe2J069c
568,/data1/eunju/datasets/mathspeech/dataset/568.mp3,b over x minus 1 squared,$\frac{b}{(x-1)^{2}}$,https://www.youtube.com/watch?v=HgEqXhsIq_g
35,/data1/eunju/datasets/mathspeech/dataset/35.mp3,two times sine of x plus pi over three,$2\sin(x) + \frac{\pi}{3}$,https://www.youtube.com/watch?v=Bb-bgJdOqig
973,/data1/eunju/datasets/mathspeech/dataset/973.mp3, f of x plus delta x and y,"$f(x+\Delta x,y)$",https://www.youtube.com/watch?v=WfEQabCGAqI
813,/data1/eunju/datasets/mathspeech/dataset/813.mp3,one over v times du dt ,$\displaystyle \frac{1}{v}\frac{du}{dt}$ ,https://www.youtube.com/watch?v=7eZVshlT33Q
685,/data1/eunju/datasets/mathspeech/dataset/685.mp3, 1 over the square root of x cubed plus 3 ,$1/\sqrt{x^{3}+3}$,https://www.youtube.com/watch?v=KhwQKE_tld0
62,/data1/eunju/datasets/mathspeech/dataset/62.mp3,1 over cosine x,$\frac{1}{\cos x}$,https://www.youtube.com/watch?v=wezQdmwolMU
533,/data1/eunju/datasets/mathspeech/dataset/533.mp3,1 plus sine squared over cosine squared,$1 + \sin^{2}\over \cos^2$,https://www.youtube.com/watch?v=CXKoCMVqM9s
971,/data1/eunju/datasets/mathspeech/dataset/971.mp3,cosine squared phi sine phi d phi,$\cos^{2}\phi \sin\phi d\phi $,https://www.youtube.com/watch?v=phk05iSMezA
1037,/data1/eunju/datasets/mathspeech/dataset/1037.mp3,k sine omega t,$k\sin\omega t$,https://www.youtube.com/watch?v=fkGAF5jHjdY
339,/data1/eunju/datasets/mathspeech/dataset/339.mp3,4x times minus 2y over x,$4x\cdot-\frac{2y}{x}$,https://www.youtube.com/watch?v=YN7k_bXXggY
684,/data1/eunju/datasets/mathspeech/dataset/684.mp3,integral from 0 to 1 dx over square root of x squared plus 10,$\int_{0}^{1}\frac{dx}{\sqrt{x^{2}+10}}$,https://www.youtube.com/watch?v=KhwQKE_tld0
694,/data1/eunju/datasets/mathspeech/dataset/694.mp3,1 plus a plus a squared,$\mathrm{{1}+a+a^{2}}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
572,/data1/eunju/datasets/mathspeech/dataset/572.mp3,x cubed plus one,$\mathcal{x}^3+{1}$,https://www.youtube.com/watch?v=HgEqXhsIq_g
607,/data1/eunju/datasets/mathspeech/dataset/607.mp3, x squared over 1 minus x squared,$\frac{x^{2}}{1-x^{2}}$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
29,/data1/eunju/datasets/mathspeech/dataset/29.mp3,pi over 6 plus pi,$\frac{\pi}{6} + \pi$,https://www.youtube.com/watch?v=Bb-bgJdOqig
722,/data1/eunju/datasets/mathspeech/dataset/722.mp3,x equals minus t squared,$x=-t^{2}$,https://www.youtube.com/watch?v=--lPz7VFnKI
402,/data1/eunju/datasets/mathspeech/dataset/402.mp3,u is equal to x to the fourth plus two,$u=x^{4}+2$.,https://www.youtube.com/watch?v=-MI0b4h3rS0
113,/data1/eunju/datasets/mathspeech/dataset/113.mp3,u times v of x plus delta x,$uv(x + \Delta x)$,https://www.youtube.com/watch?v=4sTKcvYMNxk
72,/data1/eunju/datasets/mathspeech/dataset/72.mp3,1 half natural log x plus 1 half,$\frac{1}{2}\ln x + \frac{1}{2}$,https://www.youtube.com/watch?v=9YgOmJdom6o 
347,/data1/eunju/datasets/mathspeech/dataset/347.mp3,two fifths h,$\frac{2}{5}h$,https://www.youtube.com/watch?v=sRIDVAcoG5A
360,/data1/eunju/datasets/mathspeech/dataset/360.mp3,x divided by square root of x squared plus y squared ,$x/\sqrt{x^{2}+y^{2}}$,https://www.youtube.com/watch?v=sRIDVAcoG5A
421,/data1/eunju/datasets/mathspeech/dataset/421.mp3, n plus 1 cubed divided by n cubed,$(n+1)^{3}/n^{3}$,https://www.youtube.com/watch?v=hjZhPczMkL4
590,/data1/eunju/datasets/mathspeech/dataset/590.mp3,x to the n e to the x dx,$x^{n}e^{x}dx$,https://www.youtube.com/watch?v=aeXp1zC6Hls
23,/data1/eunju/datasets/mathspeech/dataset/23.mp3,pi x2 squared minus x1 squared,$\pi ({x_2}^{2} - {x_1}^{2})$,https://www.youtube.com/watch?v=zUEuKrxgHws 
240,/data1/eunju/datasets/mathspeech/dataset/240.mp3,d by dx of tan inverse x is equal to one over 1 plus x squared,$\frac{d}{dx}(tan^{-1}x)=\frac{1}{1 + x^{2}}$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
519,/data1/eunju/datasets/mathspeech/dataset/519.mp3,a minus b times a plus b is a squared minus b squared,$(a-b)(a+b)= a^{2}-b^{2}$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
633,/data1/eunju/datasets/mathspeech/dataset/633.mp3,2pi times 2sine t,$2\pi\cdot 2\sin t$,https://www.youtube.com/watch?v=XRkgBWbWvg4
281,/data1/eunju/datasets/mathspeech/dataset/281.mp3,one minus three x minus a half of x plus three halves x squared.,$1-3x-\frac{1}{2}x+\frac{3}{2}x^{2}$,https://www.youtube.com/watch?v=BSAA0akmPEU
584,/data1/eunju/datasets/mathspeech/dataset/584.mp3,x log x minus x plus c,$x\log x-x+C$,https://www.youtube.com/watch?v=aeXp1zC6Hls
709,/data1/eunju/datasets/mathspeech/dataset/709.mp3, a n is equal to f nth derivative divided by n factorial,$a_n\mathrel{\mathop{}}=\frac{f^{n}}{n!}$,https://www.youtube.com/watch?v=wOHrNt9ScYs
880,/data1/eunju/datasets/mathspeech/dataset/880.mp3, three halves of pi a to the fourth,$\frac{3}{2}(\pi a^{4})$,https://www.youtube.com/watch?v=60e4hdCi1D4
966,/data1/eunju/datasets/mathspeech/dataset/966.mp3,xi yj zk ,$\displaystyle xi+yj+zk$,https://www.youtube.com/watch?v=phk05iSMezA
605,/data1/eunju/datasets/mathspeech/dataset/605.mp3,square root of 1 plus y prime squared dx,$\sqrt{1+(y^{\prime})^2}dx$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
627,/data1/eunju/datasets/mathspeech/dataset/627.mp3, 1 quarter of x squared plus y squared,$1/4(x^{2}+y^{2})$,https://www.youtube.com/watch?v=XRkgBWbWvg4
234,/data1/eunju/datasets/mathspeech/dataset/234.mp3, minus 1 squared divided by 4 times 1 cubed plus 2 times 1 times 1,$\frac{(-1)^2}{4\times1^{3}+2\times1\times1}$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
896,/data1/eunju/datasets/mathspeech/dataset/896.mp3,dr dt times dt,$\frac{dr}{dt}\times dt$,https://www.youtube.com/watch?v=xrypSZU8cBE
515,/data1/eunju/datasets/mathspeech/dataset/515.mp3,u minus u cubed over 3,$u-\frac{u^{3}}{3}$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
221,/data1/eunju/datasets/mathspeech/dataset/221.mp3,m x to the n minus one,$(mx^{m-1})$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
323,/data1/eunju/datasets/mathspeech/dataset/323.mp3,the derivative of 1 minus x squared is 2 times 1 minus x times of minus 1,$\displaystyle \frac{d}{dx}\left(1-x\right)^{2}=2\left(1-x\right)(-1)$,https://www.youtube.com/watch?v=YN7k_bXXggY
656,/data1/eunju/datasets/mathspeech/dataset/656.mp3,dA dt is equal to a half r squared d theta dt,$\frac{dA}{dt}=\frac{1}{2}r^{2}\frac{d\theta}{dt}$,https://www.youtube.com/watch?v=BGE3wb7H2PA
913,/data1/eunju/datasets/mathspeech/dataset/913.mp3,dy becomes y prime of t dt,$dy=y^{\prime}(t)dt$,https://www.youtube.com/watch?v=o7UCBjGsRTE
96,/data1/eunju/datasets/mathspeech/dataset/96.mp3,n x to the n minus one,$nx^{n-1}$,https://www.youtube.com/watch?v=7K1sB05pE0A
143,/data1/eunju/datasets/mathspeech/dataset/143.mp3,r to the four over four, $\frac{r^4}{4}$,https://www.youtube.com/watch?v=60e4hdCi1D4
909,/data1/eunju/datasets/mathspeech/dataset/909.mp3, integral from 0 to 2pi of a squared times sine squared theta plus cosine squared theta d theta,$\displaystyle \int_{0}^{2\pi}a^{2}(\sin^{2}\theta+\cos^{2}\theta)d\theta$,https://www.youtube.com/watch?v=xrypSZU8cBE
1009,/data1/eunju/datasets/mathspeech/dataset/1009.mp3,1 over C squared plus 1,$\frac{1}{C^{2}+1}$,https://www.youtube.com/watch?v=q4mwO2qS2z4
134,/data1/eunju/datasets/mathspeech/dataset/134.mp3,OP dot A equals zero,$\mathsf{OP}\cdot \mathsf{A}=0$,https://www.youtube.com/watch?v=PxCxlsl_YwY
144,/data1/eunju/datasets/mathspeech/dataset/144.mp3,one-half m v squared,$\frac{1}{2}mv^{2}$,https://www.youtube.com/watch?v=60e4hdCi1D4
931,/data1/eunju/datasets/mathspeech/dataset/931.mp3,the double integral of P sub x plus Q sub y dA,$\iint(P_{x}+Q_{y})dA$ ,https://www.youtube.com/watch?v=_CdoRiNSrqI
122,/data1/eunju/datasets/mathspeech/dataset/122.mp3,D cubed x to the n,$D^{3}x^{n}$,https://www.youtube.com/watch?v=4sTKcvYMNxk
570,/data1/eunju/datasets/mathspeech/dataset/570.mp3,"1 squared divided by 1 squared plus 1,",$1^{2}/(1^{2}+1)$,https://www.youtube.com/watch?v=HgEqXhsIq_g
119,/data1/eunju/datasets/mathspeech/dataset/119.mp3,v to the minus 2 v prime minus v prime divided by v squared,$v^{-2}v^{\prime} - \frac{v^{\prime}}{v^2}$,https://www.youtube.com/watch?v=4sTKcvYMNxk
411,/data1/eunju/datasets/mathspeech/dataset/411.mp3,the integral of sine x cosine x dx is equal to negative a half cosine squared x plus c,$\int\sin x\cos xdx=-\frac{1}{2}\cos^{2}x+C$,https://www.youtube.com/watch?v=-MI0b4h3rS0
843,/data1/eunju/datasets/mathspeech/dataset/843.mp3,2x dx ,"$2x, \mathrm{d}x$",https://www.youtube.com/watch?v=23xbkrpQuAo
972,/data1/eunju/datasets/mathspeech/dataset/972.mp3,four thirds pi a cubed,$\frac{4}{3}\pi a^{3}$,https://www.youtube.com/watch?v=phk05iSMezA
983,/data1/eunju/datasets/mathspeech/dataset/983.mp3,z minus f of x y,"$z-f(x,y)$",https://www.youtube.com/watch?v=WfEQabCGAqI
624,/data1/eunju/datasets/mathspeech/dataset/624.mp3,delta x delta t squared plus delta y delta t the quantity squared,$\displaystyle (\frac{\Delta x}{\Delta t})^{2}+(\frac{\Delta y}{\Delta t})^{2}$,https://www.youtube.com/watch?v=XRkgBWbWvg4
826,/data1/eunju/datasets/mathspeech/dataset/826.mp3,gradient w dot u,$\nabla w \cdot \mathbf{u}$,https://www.youtube.com/watch?v=2XraaWefBd8
124,/data1/eunju/datasets/mathspeech/dataset/124.mp3,D to the n plus 1 applied to x to the n,$\mathcal{D}^{n+1}(x^{n})$,https://www.youtube.com/watch?v=4sTKcvYMNxk
22,/data1/eunju/datasets/mathspeech/dataset/22.mp3,integral from minus infinity to infinity e to the minus y squared dy,$\displaystyle \int_{-\infty}^{\infty} e^{-y^2} dy$,https://www.youtube.com/watch?v=zUEuKrxgHws 
505,/data1/eunju/datasets/mathspeech/dataset/505.mp3,2y n minus 2 4 yn 1 yn,$2y_{n - 2}+4y_{n - 1}+y_n$,https://www.youtube.com/watch?v=jBkXbAgMj6s
54,/data1/eunju/datasets/mathspeech/dataset/54.mp3,pi over two,$\frac{\pi}{2}$,https://www.youtube.com/watch?v=aYMt2ZVGd7g
53,/data1/eunju/datasets/mathspeech/dataset/53.mp3,d over dx of tan x is equal to secant squared of x,$\frac{\mathrm{d}}{\mathrm{dx}}(\tan x) = \mathrm{\sec^2(x)}$,https://www.youtube.com/watch?v=aYMt2ZVGd7g
404,/data1/eunju/datasets/mathspeech/dataset/404.mp3,the integral of u to the minus a half du,$\int u^{-\frac{1}{2}}\mathrm{d}u$,https://www.youtube.com/watch?v=-MI0b4h3rS0
225,/data1/eunju/datasets/mathspeech/dataset/225.mp3,minus one plus m over n,$-1+\frac{m}{n}$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
905,/data1/eunju/datasets/mathspeech/dataset/905.mp3,xi plus yj,$x\mathbf{i}+y\mathbf{j}$,https://www.youtube.com/watch?v=xrypSZU8cBE
618,/data1/eunju/datasets/mathspeech/dataset/618.mp3, sine of pi over 2 is 1,$\sin\frac{\pi}{2}=1$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
778,/data1/eunju/datasets/mathspeech/dataset/778.mp3,x squared plus 2xy,$x^{2}+2xy$,https://www.youtube.com/watch?v=3_goGnJm5sA
571,/data1/eunju/datasets/mathspeech/dataset/571.mp3, a times x squared plus 1,$ax^{2}+1$,https://www.youtube.com/watch?v=HgEqXhsIq_g
236,/data1/eunju/datasets/mathspeech/dataset/236.mp3,d by dy tan y times dy dx,$\displaystyle \frac{d}{dy}\tan(y)\frac{dy}{dx}$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
664,/data1/eunju/datasets/mathspeech/dataset/664.mp3,x log x,$x\log{x}$,https://www.youtube.com/watch?v=PNTnmH6jsRI
674,/data1/eunju/datasets/mathspeech/dataset/674.mp3,a 3rd x to the minus 2 3rds,$\frac{1}{3}x^{-2/3}$,https://www.youtube.com/watch?v=PNTnmH6jsRI
235,/data1/eunju/datasets/mathspeech/dataset/235.mp3,tan inverse x is equal to pi over two,$\operatorname{\tan}^{-1}x=\frac{\pi}{2}$,https://www.youtube.com/watch?v=5q_3FDOkVRQ
987,/data1/eunju/datasets/mathspeech/dataset/987.mp3," partial u partial t is minus div F, which is therefore positive k times divergence of grad u",$\displaystyle \frac{\partial\mathbf{u}}{\partial t}=\operatorname{-\nabla}\mathbf{F}=k\operatorname{\nabla}(\operatorname{\nabla}\mathbf{u})$,https://www.youtube.com/watch?v=seO7-TwXH_I
920,/data1/eunju/datasets/mathspeech/dataset/920.mp3,f of x one and y one is four thirds x one cubed plus y one cubed plus four x one squared y one,"$\displaystyle f(x_{1},y_{1})=\frac{4}{3}x_{1}^{3}+y_{1}^{3}+4x_{1}^{2}y_{1}$",https://www.youtube.com/watch?v=z5TPjZrsp2k
785,/data1/eunju/datasets/mathspeech/dataset/785.mp3,u equals x plus b over two ay,$u =x+\frac{b}{2a}y$ ,https://www.youtube.com/watch?v=3_goGnJm5sA
332,/data1/eunju/datasets/mathspeech/dataset/332.mp3,x squared plus 4v over x,$x^{2}+4v/x$,https://www.youtube.com/watch?v=YN7k_bXXggY
511,/data1/eunju/datasets/mathspeech/dataset/511.mp3,sine to the nth power of x times the cosine of x ,$\sin ^{n}(x)\cos (x)$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
410,/data1/eunju/datasets/mathspeech/dataset/410.mp3,2 cosine x times minus sine x,$2\cos x\cdot(-\sin x)$,https://www.youtube.com/watch?v=-MI0b4h3rS0
632,/data1/eunju/datasets/mathspeech/dataset/632.mp3,ds squared equals dx squared plus dy squared,$dx^{2}=dx^{2}+dy^{2}$,https://www.youtube.com/watch?v=XRkgBWbWvg4
26,/data1/eunju/datasets/mathspeech/dataset/26.mp3,square root of 3 times tan x,$\sqrt{3} \tan(x)$,https://www.youtube.com/watch?v=Bb-bgJdOqig
14,/data1/eunju/datasets/mathspeech/dataset/14.mp3,y0 plus 4y1 plus y2,$\displaystyle y_0 + 4y_1 + y_2$,https://www.youtube.com/watch?v=zUEuKrxgHws 
485,/data1/eunju/datasets/mathspeech/dataset/485.mp3,a hundred minus thirty y,$100-30{y}$,https://www.youtube.com/watch?v=ShGBRUx2ub8
331,/data1/eunju/datasets/mathspeech/dataset/331.mp3,2x minus 4v over x squared,$\displaystyle 2x-\frac{4v}{x^{2}}$,https://www.youtube.com/watch?v=YN7k_bXXggY
525,/data1/eunju/datasets/mathspeech/dataset/525.mp3,sine of theta cosine of theta over 2,$\frac{\sin(\theta)\cos(\theta)}{2}$,https://www.youtube.com/watch?v=Bv9kVDcj7yo
1067,/data1/eunju/datasets/mathspeech/dataset/1067.mp3,one minus exponential of minus two t,$1-\exp(-2t)$,https://www.youtube.com/watch?v=LjqUV6vqwkg
498,/data1/eunju/datasets/mathspeech/dataset/498.mp3,two pi r e to the minus r squared,$2\pi re^{-r^{2}}$,https://www.youtube.com/watch?v=jBkXbAgMj6s
280,/data1/eunju/datasets/mathspeech/dataset/280.mp3,e to the minus three x one plus x to the minus a half,$e^{-3x}(1+x^{-1/2})$,https://www.youtube.com/watch?v=BSAA0akmPEU
760,/data1/eunju/datasets/mathspeech/dataset/760.mp3,z equals one minus x squared minus y squared,$z=1-x^{2}-y^{2}$,https://www.youtube.com/watch?v=dK3NEf13nPc
999,/data1/eunju/datasets/mathspeech/dataset/999.mp3,yz cubed plus h of z,$yz^{3}+h(z)$,https://www.youtube.com/watch?v=seO7-TwXH_I
494,/data1/eunju/datasets/mathspeech/dataset/494.mp3,y less than x less than 1 minus x squared,$y<x<1-x^{2}$,https://www.youtube.com/watch?v=R9a_NHXrBcg
399,/data1/eunju/datasets/mathspeech/dataset/399.mp3,sine inverse x,$\sin^{-1}x$,https://www.youtube.com/watch?v=-MI0b4h3rS0
611,/data1/eunju/datasets/mathspeech/dataset/611.mp3,the integral from 0 to a of square root of 1 plus 4x squared dx,$\int_{0}^{a}\sqrt{1+4x^{2}}dx$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
20,/data1/eunju/datasets/mathspeech/dataset/20.mp3,e to the minus b squared times e to the minus x squared,$e^{-b^2} e^{-x^2}$,https://www.youtube.com/watch?v=zUEuKrxgHws 
324,/data1/eunju/datasets/mathspeech/dataset/324.mp3,2x over 8,$\frac{2x}{8}$,https://www.youtube.com/watch?v=YN7k_bXXggY
33,/data1/eunju/datasets/mathspeech/dataset/33.mp3,h of x equals two times one-half sine x plus square root of three over two,$h(x) = 2 \frac{1}{2} \sin(x) + \frac{\sqrt{3}}{2}$,https://www.youtube.com/watch?v=Bb-bgJdOqig
431,/data1/eunju/datasets/mathspeech/dataset/431.mp3,e to the r times 1 minus t,$e^{r}(1 - t)$,https://www.youtube.com/watch?v=hjZhPczMkL4
279,/data1/eunju/datasets/mathspeech/dataset/279.mp3,e to the minus 3x divided by square root 1 plus x,$e^{-3x}/\sqrt{1+x}$,https://www.youtube.com/watch?v=BSAA0akmPEU
682,/data1/eunju/datasets/mathspeech/dataset/682.mp3, 1 over minus p plus 1,$\frac{1}{p-1}$,https://www.youtube.com/watch?v=KhwQKE_tld0
892,/data1/eunju/datasets/mathspeech/dataset/892.mp3,y equals t squared,$y=t^{2}.$,https://www.youtube.com/watch?v=xrypSZU8cBE
1064,/data1/eunju/datasets/mathspeech/dataset/1064.mp3,minus 3C1 minus 1 half C2 equals to 0,$-3C_{1}-\frac{1}{2}C_{2}=0$,https://www.youtube.com/watch?v=LjqUV6vqwkg
1045,/data1/eunju/datasets/mathspeech/dataset/1045.mp3,x dot of 0 equals to 0,$\dot{x}(0)={0}$,https://www.youtube.com/watch?v=2-5oq-igwtU
415,/data1/eunju/datasets/mathspeech/dataset/415.mp3,log x plus c,$\log x+c$,https://www.youtube.com/watch?v=-MI0b4h3rS0
844,/data1/eunju/datasets/mathspeech/dataset/844.mp3,x equals two,$\mathcal{x}=2$,https://www.youtube.com/watch?v=23xbkrpQuAo
601,/data1/eunju/datasets/mathspeech/dataset/601.mp3,square root of 1 plus f prime of x squared dx,$\displaystyle \sqrt{1+f^{\prime}(x)^{2}}dx$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
261,/data1/eunju/datasets/mathspeech/dataset/261.mp3,e to the r log x prime,$\mathrm{e}^{r}\log x^{\prime}$,https://www.youtube.com/watch?v=eHJuAByQf5A
312,/data1/eunju/datasets/mathspeech/dataset/312.mp3, log x minus 1 divided by log x squared,$\log(x-1)/(\log x)^{2}$,https://www.youtube.com/watch?v=twzGBqPeW0M
123,/data1/eunju/datasets/mathspeech/dataset/123.mp3,n times n minus 1,$n\times (n-1)$,https://www.youtube.com/watch?v=4sTKcvYMNxk
816,/data1/eunju/datasets/mathspeech/dataset/816.mp3, dy is y sub u du plus y sub v dv,"$\displaystyle \mathrm{d}y\,\ =y_u \mathrm{d}u + y_{v}\,\mathrm{d}v$",https://www.youtube.com/watch?v=7eZVshlT33Q
514,/data1/eunju/datasets/mathspeech/dataset/514.mp3,minus cosine cubed of x over three,$-\cos^{3}(x)\over 3 $,https://www.youtube.com/watch?v=Bv9kVDcj7yo
640,/data1/eunju/datasets/mathspeech/dataset/640.mp3,minus pi over two is less than theta is less than pi over two,$-\frac{\pi}{2}<\theta<\frac{\pi}{2}$,https://www.youtube.com/watch?v=XRkgBWbWvg4
359,/data1/eunju/datasets/mathspeech/dataset/359.mp3,b minus y times y prime,$(b - y)y^{\prime}$,https://www.youtube.com/watch?v=sRIDVAcoG5A
242,/data1/eunju/datasets/mathspeech/dataset/242.mp3,a to the x1 plus x2 is a to the x1 times a to the x2,$\displaystyle a^{x_1 + x_2} = a^{x_{1}}\cdot a^{x_{2}}$,https://www.youtube.com/watch?v=9v25gg2qJYE
820,/data1/eunju/datasets/mathspeech/dataset/820.mp3,x squared plus y squared minus z squared equals four ,$x^{2}+y^{2}-z^{2}=4$,https://www.youtube.com/watch?v=2XraaWefBd8
553,/data1/eunju/datasets/mathspeech/dataset/553.mp3,square root of u squared minus 4,$\sqrt{u^{2}-4}$,https://www.youtube.com/watch?v=CXKoCMVqM9s
202,/data1/eunju/datasets/mathspeech/dataset/202.mp3,one plus one over two plus all the way up to one over n minus one plus 1 over n,$1+\frac{1}{2}+\mathrm{\ldots}+\frac{1}{n-1}+\frac{1}{n}$,https://www.youtube.com/watch?v=MK_0QHbUnIA
97,/data1/eunju/datasets/mathspeech/dataset/97.mp3,minus 1 over x squared,$-\frac{1}{x^{2}}$,https://www.youtube.com/watch?v=ryLdyDrBfvI
852,/data1/eunju/datasets/mathspeech/dataset/852.mp3,zero equals dA equals cosine theta dB minus B sine theta d theta,$0=dA=\cos\theta dB-B\sin\theta d\theta$,https://www.youtube.com/watch?v=23xbkrpQuAo
631,/data1/eunju/datasets/mathspeech/dataset/631.mp3, y squared equals 1,$\displaystyle y^{2}=1$,https://www.youtube.com/watch?v=XRkgBWbWvg4
352,/data1/eunju/datasets/mathspeech/dataset/352.mp3,2 is equal to pi over 3 times 2 5ths,$2=\frac{\pi}{3}\times\frac{2}{5}$,https://www.youtube.com/watch?v=sRIDVAcoG5A
90,/data1/eunju/datasets/mathspeech/dataset/90.mp3,1 over x0 plus delta x,$ \frac{1}{x_{0} +\Delta x}$,https://www.youtube.com/watch?v=7K1sB05pE0A
817,/data1/eunju/datasets/mathspeech/dataset/817.mp3, f sub x times x sub u plus f sub y times y sub u ,$\displaystyle f_{x}x_{u}+f_{y}y_{u}$,https://www.youtube.com/watch?v=7eZVshlT33Q
246,/data1/eunju/datasets/mathspeech/dataset/246.mp3,e to the log x is equal to x,$\mathrm{e}^{\log x}=x$,https://www.youtube.com/watch?v=9v25gg2qJYE
346,/data1/eunju/datasets/mathspeech/dataset/346.mp3,dv dt is two,$\frac{dv}{dt} = 2$,https://www.youtube.com/watch?v=sRIDVAcoG5A
828,/data1/eunju/datasets/mathspeech/dataset/828.mp3,square root of x squared plus y squared,$\sqrt{x^{2}+y^{2}}$,https://www.youtube.com/watch?v=15HVevXRsBA
636,/data1/eunju/datasets/mathspeech/dataset/636.mp3, r equals square root of 2,$r=\sqrt{2}$,https://www.youtube.com/watch?v=XRkgBWbWvg4
311,/data1/eunju/datasets/mathspeech/dataset/311.mp3, log e is 1, $\log(e) = {1}$,https://www.youtube.com/watch?v=twzGBqPeW0M
118,/data1/eunju/datasets/mathspeech/dataset/118.mp3,v plus delta v,$v+\Delta v$,https://www.youtube.com/watch?v=4sTKcvYMNxk
916,/data1/eunju/datasets/mathspeech/dataset/916.mp3,three y squared plus four x squared,$3y^{2}+4x^{2}$,https://www.youtube.com/watch?v=z5TPjZrsp2k
147,/data1/eunju/datasets/mathspeech/dataset/147.mp3,pi a to the four over two,$\pi a^{4} \over 2$,https://www.youtube.com/watch?v=60e4hdCi1D4
155,/data1/eunju/datasets/mathspeech/dataset/155.mp3,Q of t is Q0 plus t times the vector Q0 Q1,"$Q(t)=Q_{0}+t\vec{Q_{0},Q_{1}}$",https://www.youtube.com/watch?v=57jzPlxf4fk
832,/data1/eunju/datasets/mathspeech/dataset/832.mp3,g sub y is x,$g_{y}=x$,https://www.youtube.com/watch?v=15HVevXRsBA
364,/data1/eunju/datasets/mathspeech/dataset/364.mp3,y minus y0 is equal to m x minus x0,$y-y_{0}=m(x-x_{0})$,https://www.youtube.com/watch?v=sRIDVAcoG5A
313,/data1/eunju/datasets/mathspeech/dataset/313.mp3,1 over log x minus 1 over log x squared,$1/\log x - 1/(\log x^{2})$,https://www.youtube.com/watch?v=twzGBqPeW0M
11,/data1/eunju/datasets/mathspeech/dataset/11.mp3,log two minus log one,$\log2-\log1$,https://www.youtube.com/watch?v=zUEuKrxgHws 
1071,/data1/eunju/datasets/mathspeech/dataset/1071.mp3,one squared plus three squared,$1^{2}+3^{2}$,https://www.youtube.com/watch?v=EQJBp6Ym-6A
648,/data1/eunju/datasets/mathspeech/dataset/648.mp3,a squared times pi over 2 minus minus pi over 2,$a^{2}(\pi/2)-(-\pi/2)$,https://www.youtube.com/watch?v=BGE3wb7H2PA
902,/data1/eunju/datasets/mathspeech/dataset/902.mp3,dy equals 2x dx,$dy=2xdx$,https://www.youtube.com/watch?v=xrypSZU8cBE
484,/data1/eunju/datasets/mathspeech/dataset/484.mp3,pi over 2a squared ,$\frac{\pi}{2a}^{2}$,https://www.youtube.com/watch?v=ShGBRUx2ub8
612,/data1/eunju/datasets/mathspeech/dataset/612.mp3,dx is equal to a half secant squared u du,$dx\mathrel{\mathop{}}=\frac{1}{2}\sec^{2}udu$,https://www.youtube.com/watch?v=TpWQlKHPyJ4
156,/data1/eunju/datasets/mathspeech/dataset/156.mp3,x plus 2y plus 4z equals seven,$x+2y+4z=7$,https://www.youtube.com/watch?v=57jzPlxf4fk
353,/data1/eunju/datasets/mathspeech/dataset/353.mp3,dh dt is equal to 1 over 2pi,$\frac{dh}{dt}=\frac{1}{2\pi}$,https://www.youtube.com/watch?v=sRIDVAcoG5A
792,/data1/eunju/datasets/mathspeech/dataset/792.mp3,w sub y is bx plus 2cy,$w_y=bx+{2}cy$,https://www.youtube.com/watch?v=3_goGnJm5sA
146,/data1/eunju/datasets/mathspeech/dataset/146.mp3,x squared plus y squared,$x^{2}+y^{2}$,https://www.youtube.com/watch?v=60e4hdCi1D4
303,/data1/eunju/datasets/mathspeech/dataset/303.mp3,one over x plus two the quantity squared.,$\frac{1}{({x+2})^2}$,https://www.youtube.com/watch?v=twzGBqPeW0M
1072,/data1/eunju/datasets/mathspeech/dataset/1072.mp3, r cosine theta plus i times r sine theta,$r\cos\theta+i\times r\sin\theta$,https://www.youtube.com/watch?v=EQJBp6Ym-6A
901,/data1/eunju/datasets/mathspeech/dataset/901.mp3,y equals x squared,$\displaystyle y=x^{2}$,https://www.youtube.com/watch?v=xrypSZU8cBE
